ID,Tipo,SKU,"GTIN, UPC, EAN o ISBN",Nombre,Publicado,"¿Está destacado?","Visibilidad en el catálogo","Descripción corta",Descripción,"Día en que empieza el precio rebajado","Día en que termina el precio rebajado","Estado del impuesto","Clase de impuesto",¿Existencias?,Inventario,"Cantidad de bajo inventario","¿Permitir reservas de productos agotados?","¿Vendido individualmente?","Peso (kg)","Longitud (cm)","Anchura (cm)","Altura (cm)","¿Permitir valoraciones de clientes?","Nota de compra","Precio rebajado","Precio normal",Categorías,Etiquetas,"Clase de envío",Imágenes,"Límite de descargas","Días de caducidad de la descarga",Superior,"Productos agrupados","Ventas dirigidas","Ventas cruzadas","URL externa","Texto del botón",Posición,Marcas,"Meta: _wpcom_is_markdown","Meta: fakerpress_flag","Nombre del atributo 1","Valor(es) del atributo 1","Atributo visible 1","Atributo global 1","Nombre del atributo 2","Valor(es) del atributo 2","Atributo visible 2","Atributo global 2","Nombre del atributo 3","Valor(es) del atributo 3","Atributo visible 3","Atributo global 3"
21,simple,,,"Scalextric 1",1,0,visible,,"<h3>The standard Lorem Ipsum passage, used since the 1500s</h3>\n""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.""\n<h3>Section 1.10.32 of ""de Finibus Bonorum et Malorum"", written by Cicero in 45 BC</h3>\n""Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur, vel illum qui dolorem eum fugiat quo voluptas nulla pariatur?""",,,taxable,,1,,,0,0,,,,,1,,,25,"Scalextric > Pistas y Circuitos Scalextric, Scalextric",,,https://dodgerblue-beaver-670149.hostingersite.com/wp-content/uploads/2025/11/grand-challenge.webp,,,,,,,,,0,,,
67,simple,,,prueba,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,1,Scalextric,,,,,,,,,,,,0,,,
183,variable,woo-fashion-sweater,,Sweater,1,1,visible,"This is a variable product.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.\n\nPhotography by @cottonbro.",,,taxable,,1,5,,0,0,,,,,1,,,,"Figuras y Coleccionables, Warhammer y Wargames > Miniaturas Pintadas",,,"https://dodgerblue-beaver-670149.hostingersite.com/wp-content/uploads/2025/11/167113823-3f0757ff-c7c2-44d0-a1e9-0b006772b39a.jpeg, https://dodgerblue-beaver-670149.hostingersite.com/wp-content/uploads/2025/11/167113851-84b1da86-5c2a-4cce-9deb-4444848778d4.jpeg",,,,,,,,,0,,1,
186,simple,woo-fashion-blouse,,Blouse,1,0,visible,"This is a simple product.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.\n\nPhotography by @cottonbro.",,,taxable,,1,,,0,0,,,,,1,,,,"Warhammer y Wargames",,,https://dodgerblue-beaver-670149.hostingersite.com/wp-content/uploads/2025/11/167113836-efdbde32-7863-4a24-9d2d-979025b51260.jpeg,,,,,,,,,0,,1,
188,simple,woo-fashion-shirt,,Shirt,1,0,visible,"This is a simple product.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.\n\nPhotography by @cottonbro.",,,taxable,,1,10,,0,0,,,,,1,,18,20,"Trenes y Maquetas > Vías y Accesorios de Tren",,,https://dodgerblue-beaver-670149.hostingersite.com/wp-content/uploads/2025/11/167113854-b669deff-4c3e-4bb0-b00f-96cfbdc4087e.jpeg,,,,,,,,,0,,1,
190,simple,woo-fashion-shoes,,Shoes,1,0,visible,"This is a simple product.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.\n\nPhotography by @cottonbro.",,,taxable,,1,5,,0,0,,,,,1,,,18,"Figuras y Coleccionables, Scalextric > Pistas y Circuitos Scalextric",,,https://dodgerblue-beaver-670149.hostingersite.com/wp-content/uploads/2025/11/167113861-531ebbcd-f9b5-4c18-b5c7-a878d5017ca2.jpeg,,,,,,,,,0,,1,
192,simple,woo-fashion-shirt-cream,,"Shirt - Cream",1,0,visible,"This is a simple product.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.\n\nPhotography by @cottonbro.",,,taxable,,1,5,,0,0,,,,,1,,,25,"Figuras y Coleccionables",,,https://dodgerblue-beaver-670149.hostingersite.com/wp-content/uploads/2025/11/167113864-14d59cf5-1233-4053-8193-070413ea3434.jpeg,,,,,,,,,0,,1,
194,simple,woo-fashion-jacket,,Jacket,1,0,visible,"This is a simple product.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.\n\nPhotography by @cottonbro.",,,taxable,,1,,,0,0,,,,,1,,,25,"Juguetes vintage, Scalextric > Pistas y Circuitos Scalextric",,,https://dodgerblue-beaver-670149.hostingersite.com/wp-content/uploads/2025/11/167113817-0fd3751e-b81b-4def-be53-040d8fa049f2.jpeg,,,,,,,,,0,,1,
196,simple,woo-fashion-shirt-green,,"Shirt - Green",1,0,visible,"This is a simple product.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.\n\nPhotography by @cottonbro.",,,taxable,,1,,,0,0,,,,,1,,20,25,"Trenes y Maquetas > Locomotoras, Trenes y Maquetas",,,https://dodgerblue-beaver-670149.hostingersite.com/wp-content/uploads/2025/11/167113801-fd8243b7-8465-4f82-86c1-2c54797fe296.jpeg,,,,,,,,,0,,1,
198,simple,woo-fashion-hat,,Hat,1,0,visible,"This is a simple product.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.\n\nPhotography by @cottonbro.",,,taxable,,1,,,0,0,,,,,1,,,12,"Scalextric > Coches Scalextric, Scalextric > Pistas y Circuitos Scalextric",,,https://dodgerblue-beaver-670149.hostingersite.com/wp-content/uploads/2025/11/167113811-0be977aa-edfe-4a09-b36d-a62f02de4a29.jpeg,,,,,,,,,0,,1,
